video_id,frame_idx,video_time_ms,easyocr_pred,trocr_pred,same_pred,easyocr_latency_ms,trocr_latency_ms,latency_gap_ms_trocr_minus_easyocr,easyocr_score,trocr_score,easyocr_bbox,trocr_bbox
7733112895099,16,533.3333333333334,5317,888,false,1811.2614,1162.5745,-648.6869,0.2557266652584076,0.2557266652584076,"[940, 331, 984, 361]","[940, 331, 984, 361]"
7733112895099,17,566.6666666666666,,1,false,668.9452,1394.5347,725.5895,0.0,0.25838860869407654,"[0, 320, 22, 396]","[0, 320, 22, 396]"
7733112895099,18,600.0,,1,false,738.3511,1115.9278,377.5767,0.0,0.28259220719337463,"[0, 321, 23, 397]","[0, 321, 23, 397]"
7733112895099,19,633.3333333333334,,,true,313.9208,137.4611,-176.4597,0.0,0.0,,
7733112895099,20,666.6666666666667,29,SR,false,1606.1179,1429.9926,-176.1253,0.2112858141751866,0.4831852316856384,"[497, 298, 534, 326]","[497, 298, 534, 326]"
7733112895099,21,700.0000000000001,29,SR,false,1369.4210,1537.7525,168.3315,0.6696509718894958,0.6696509718894958,"[493, 302, 531, 327]","[493, 302, 531, 327]"
7733112895099,22,733.3333333333334,29905,RM,false,1890.4723,1445.9095,-444.5628,0.15220843216941235,0.7368867993354797,"[490, 303, 530, 330]","[490, 303, 530, 330]"
7733112895099,23,766.6666666666667,299IS,,false,2202.6239,1645.8361,-556.7878,0.10621787497921455,0.43712103366851807,"[487, 305, 526, 336]","[487, 305, 526, 336]"
7733112895099,24,800.0,2915,SR53,false,1078.6581,1966.3057,887.6476,0.19615226984024048,0.554594099521637,"[485, 312, 521, 340]","[485, 312, 521, 340]"
7733112895099,25,833.3333333333334,316B2,SR35,false,1329.2064,1872.7823,543.5759,0.33513683870473276,0.48796361684799194,"[483, 317, 520, 343]","[483, 317, 520, 343]"
7733112895099,26,866.6666666666667,3U63,SR,false,1919.1690,1484.8670,-434.3020,0.18106801398262531,0.4386698305606842,"[479, 321, 517, 349]","[479, 321, 517, 349]"
7733112895099,27,900.0,,2,false,711.3435,1264.1341,552.7906,0.0,0.29542315006256104,"[258, 326, 287, 349]","[258, 326, 287, 349]"
7733112895099,28,933.3333333333334,,888,false,699.1082,1310.4954,611.3872,0.0,0.4504888951778412,"[956, 350, 996, 376]","[956, 350, 996, 376]"
7733112895099,29,966.6666666666666,,BB,false,678.1714,1729.4915,1051.3201,0.0,0.34195324778556824,"[958, 351, 998, 377]","[958, 351, 998, 377]"
7733112895099,30,1000.0,29X5,SR665,false,1618.5639,2008.6154,390.0515,0.504734992980957,0.504734992980957,"[475, 332, 512, 359]","[475, 332, 512, 359]"
7733112895099,31,1033.3333333333335,3664,ITEM,false,2360.9387,1428.2644,-932.6743,0.08778507611028541,0.6024683117866516,"[475, 334, 512, 360]","[475, 334, 512, 360]"
7733112895099,32,1066.6666666666667,29EIS,ITEMS,false,1756.3263,1475.0605,-281.2658,0.05329876087906914,0.49090200662612915,"[474, 335, 511, 360]","[474, 335, 511, 360]"
7733112895099,33,1100.0,09515,DISCOUNT,false,2150.8328,2001.1755,-149.6573,0.17580257288629764,0.5601381063461304,"[474, 336, 511, 361]","[474, 336, 511, 361]"
7733112895099,34,1133.3333333333333,3U5B,ITEM,false,1278.6999,1797.6558,518.9559,0.26301154494285583,0.4145128130912781,"[472, 335, 509, 363]","[472, 335, 509, 363]"
7733112895099,35,1166.6666666666667,2985,SR,false,1307.1799,1486.8671,179.6872,0.1945403814315796,0.38933488726615906,"[472, 336, 509, 365]","[472, 336, 509, 365]"
7733112895099,36,1200.0,86B,SR,false,1505.4961,1481.5931,-23.9030,0.40238118171691895,0.457337349653244,"[471, 337, 512, 366]","[471, 337, 512, 366]"
7733112895099,37,1233.3333333333335,29,SR,false,1553.0044,1404.3752,-148.6292,0.3099159896373749,0.3099159896373749,"[471, 338, 511, 368]","[471, 338, 511, 368]"
7733112895099,38,1266.6666666666667,29I5,SR,false,1088.5301,1731.8745,643.3444,0.36499759554862976,0.36499759554862976,"[473, 339, 513, 368]","[473, 339, 513, 368]"
7733112895099,39,1300.0,,SR,false,966.1132,1648.7363,682.6231,0.0,0.288628488779068,"[990, 359, 1030, 387]","[990, 359, 1030, 387]"
7733112895099,40,1333.3333333333335,,SR,false,572.4321,1592.1633,1019.7312,0.0,0.2692815661430359,"[994, 360, 1032, 387]","[994, 360, 1032, 387]"
7733112895099,41,1366.6666666666667,,,true,231.7119,107.1654,-124.5465,0.0,0.0,,
7733112895099,42,1400.0000000000002,,SR,false,483.4065,1597.5517,1114.1452,0.0,0.33953380584716797,"[1002, 362, 1040, 389]","[1002, 362, 1040, 389]"
7733112895099,43,1433.3333333333333,,SR,false,790.5733,1404.9338,614.3605,0.0,0.3239264190196991,"[1007, 363, 1044, 388]","[1007, 363, 1044, 388]"
7733112895099,44,1466.6666666666667,,,true,309.4212,276.4626,-32.9586,0.0,0.0,,
7733112895099,45,1500.0,,,true,226.3064,164.2005,-62.1059,0.0,0.0,,
7733112895099,46,1533.3333333333335,,,true,185.9932,102.0715,-83.9217,0.0,0.0,,
7733112895099,47,1566.6666666666667,,,true,189.6343,101.8004,-87.8339,0.0,0.0,,
7733112895099,48,1600.0,,,true,215.7896,88.0565,-127.7331,0.0,0.0,,
7733112895099,49,1633.3333333333333,,CASHIER,false,644.6005,2386.6415,1742.0410,0.0,0.6090355515480042,"[486, 638, 587, 720]","[486, 638, 587, 720]"
7733112895099,50,1666.6666666666667,,CASH,false,696.4383,2039.5681,1343.1298,0.0,0.28548410534858704,"[501, 627, 601, 720]","[501, 627, 601, 720]"
7733112895099,51,1700.0000000000002,,MA,false,628.1919,2015.9816,1387.7897,0.0,0.4653240442276001,"[519, 617, 622, 720]","[519, 617, 622, 720]"
7733112895099,52,1733.3333333333335,,7,false,636.7611,2072.8685,1436.1074,0.0,0.6768587231636047,"[535, 605, 630, 719]","[535, 605, 630, 719]"
7733112895099,53,1766.6666666666667,,1,false,818.2899,1539.2379,720.9480,0.0,0.3957933187484741,"[550, 595, 647, 718]","[550, 595, 647, 718]"
7733112895099,54,1800.0,,410MT,false,566.2278,2293.5688,1727.3410,0.0,0.438973605632782,"[354, 698, 478, 719]","[354, 698, 478, 719]"
7733112895099,55,1833.3333333333335,,19C1,false,687.3422,2255.7705,1568.4283,0.0,0.785940945148468,"[375, 684, 495, 719]","[375, 684, 495, 719]"
7733112895099,56,1866.6666666666667,,719C1,false,755.8769,2878.0943,2122.2174,0.0,0.8347114324569702,"[391, 672, 511, 719]","[391, 672, 511, 719]"
7733112895099,57,1900.0000000000002,,13951,false,656.7017,3261.9626,2605.2609,0.0,0.8699815273284912,"[410, 662, 525, 718]","[410, 662, 525, 718]"
7733112895099,58,1933.3333333333333,392,6,false,1246.5808,1870.8308,624.2500,0.8863363265991211,0.8863363265991211,"[434, 652, 538, 719]","[434, 652, 538, 719]"
7733112895099,59,1966.6666666666667,302,SR,false,1829.9114,1956.7322,126.8208,0.9052618741989136,0.9052618741989136,"[457, 643, 550, 716]","[457, 643, 550, 716]"
7733112895099,60,2000.0,224,SR2,false,1351.7099,2491.9577,1140.2478,0.5678335843942679,0.9024720788002014,"[474, 635, 562, 696]","[474, 635, 562, 696]"
7733112895099,61,2033.3333333333333,282,882,false,1564.7656,2795.0504,1230.2848,0.8407213911219376,0.9001356363296509,"[488, 627, 574, 690]","[488, 627, 574, 690]"
7733112895099,62,2066.666666666667,32,62018,false,1049.6304,2181.8169,1132.1865,0.4347269441859525,0.8954034447669983,"[500, 620, 584, 679]","[500, 620, 584, 679]"
7733112895099,63,2100.0,824,62018,false,2196.0327,1951.7587,-244.2740,0.6561294794082642,0.9045953750610352,"[514, 612, 593, 671]","[514, 612, 593, 671]"
7733112895099,64,2133.3333333333335,7901,38293,false,1908.9962,1942.1510,33.1548,0.630223558153845,0.8690201640129089,"[526, 606, 602, 664]","[526, 606, 602, 664]"
7733112895099,65,2166.666666666667,88Z4,38293,false,1695.8452,2605.9877,910.1425,0.31276999741590095,0.7309244275093079,"[535, 598, 613, 656]","[535, 598, 613, 656]"
7733112895099,66,2200.0,384,3829,false,1064.2038,1466.0270,401.8232,0.48197974394817555,0.781082272529602,"[543, 591, 621, 646]","[543, 591, 621, 646]"
7733112895099,67,2233.3333333333335,382,320,false,1093.0359,2054.9904,961.9545,0.293826175863283,0.7597967982292175,"[556, 584, 629, 639]","[556, 584, 629, 639]"
7733112895099,68,2266.6666666666665,3124,,false,1666.9573,1281.7975,-385.1598,0.39463526010513306,0.692060649394989,"[564, 578, 639, 634]","[564, 578, 639, 634]"
7733112895099,69,2300.0000000000005,3824,5828,false,1540.3764,1596.6356,56.2592,0.7222141623497009,0.7763373851776123,"[574, 574, 645, 625]","[574, 574, 645, 625]"
7733112895099,70,2333.3333333333335,3824,3829,false,1183.7532,2207.1789,1023.4257,0.47938624024391174,0.5648331642150879,"[581, 569, 654, 619]","[581, 569, 654, 619]"
7733112895099,71,2366.6666666666665,79,38298,false,1545.3282,1864.4101,319.0819,0.7231229543685913,0.7231229543685913,"[590, 563, 660, 614]","[590, 563, 660, 614]"
7733112895099,72,2400.0,3821,38298,false,1249.6722,1576.7933,327.1211,0.32159244958630556,0.7099064588546753,"[594, 562, 665, 611]","[594, 562, 665, 611]"
7733112895099,73,2433.3333333333335,79,38293,false,1252.8890,1688.4801,435.5911,0.7259595394134521,0.7259595394134521,"[602, 558, 668, 606]","[602, 558, 668, 606]"
7733112895099,74,2466.666666666667,382,38293,false,1778.6759,1454.1151,-324.5608,0.48073452711105347,0.48073452711105347,"[609, 553, 675, 601]","[609, 553, 675, 601]"
7733112895099,75,2500.0,3822,38293,false,1810.4868,1360.1998,-450.2870,0.39840951561927795,0.39840951561927795,"[616, 549, 683, 598]","[616, 549, 683, 598]"
7733112895099,76,2533.3333333333335,382,38293,false,2136.2729,2289.0821,152.8092,0.30362895131111145,0.30362895131111145,"[623, 544, 689, 592]","[623, 544, 689, 592]"
7733112895099,77,2566.666666666667,,,true,239.4805,368.6438,129.1633,0.0,0.0,,
7733112895099,78,2600.0,,,true,127.3849,283.7104,156.3255,0.0,0.0,,
7733112895099,79,2633.3333333333335,,,true,388.6767,232.9897,-155.6870,0.0,0.0,,
7733112895099,80,2666.666666666667,,,true,352.8784,159.4543,-193.4241,0.0,0.0,,
7733112895099,81,2700.0,,,true,273.0519,115.7732,-157.2787,0.0,0.0,,
7733112895099,82,2733.3333333333335,,,true,252.9359,130.7117,-122.2242,0.0,0.0,,
7733112895099,83,2766.6666666666665,,,true,252.7964,169.1128,-83.6836,0.0,0.0,,
7733112895099,84,2800.0000000000005,,,true,255.8989,153.5362,-102.3627,0.0,0.0,,
7733112895099,85,2833.3333333333335,,,true,196.2781,236.9920,40.7139,0.0,0.0,,
7733112895099,86,2866.6666666666665,,,true,274.6359,215.2122,-59.4237,0.0,0.0,,
7733112895099,87,2900.0000000000005,,,true,422.1948,128.3710,-293.8238,0.0,0.0,,
7733112895099,88,2933.3333333333335,,,true,227.5685,117.8103,-109.7582,0.0,0.0,,
7733112895099,89,2966.666666666667,,,true,266.4984,156.0727,-110.4257,0.0,0.0,,
7733112895099,90,3000.0,,,true,120.3450,218.5250,98.1800,0.0,0.0,,
7733112895099,91,3033.3333333333335,,,true,456.5894,197.3542,-259.2352,0.0,0.0,,
7733112895099,92,3066.666666666667,,,true,352.0205,358.0521,6.0316,0.0,0.0,,
7733112895099,93,3100.0,,,true,263.8226,189.5971,-74.2255,0.0,0.0,,
7733112895099,94,3133.3333333333335,,,true,276.5594,145.0861,-131.4733,0.0,0.0,,
7733112895099,95,3166.666666666667,,,true,178.9606,144.4295,-34.5311,0.0,0.0,,
7733112895099,96,3200.0,,,true,533.2311,236.0777,-297.1534,0.0,0.0,,
7733112895099,97,3233.3333333333335,,,true,492.4643,248.3108,-244.1535,0.0,0.0,,
7733112895099,98,3266.6666666666665,,,true,305.2532,141.5769,-163.6763,0.0,0.0,,
7733112895099,99,3300.0000000000005,,,true,496.6182,239.2778,-257.3404,0.0,0.0,,
7733112895099,100,3333.3333333333335,,,true,303.9410,286.8726,-17.0684,0.0,0.0,,
7733112895099,101,3366.6666666666665,38243,SR2,false,1269.2315,2713.0112,1443.7797,0.24953599602812154,0.250592440366745,"[746, 478, 794, 513]","[746, 478, 794, 513]"
7733112895099,102,3400.0000000000005,79,6,false,1221.6746,2467.9372,1246.2626,0.6111940741539001,0.6111940741539001,"[747, 473, 797, 510]","[747, 473, 797, 510]"
7733112895099,103,3433.3333333333335,8822,SR,false,1826.5746,2536.6332,710.0586,0.10404554754495621,0.6958980560302734,"[752, 472, 800, 507]","[752, 472, 800, 507]"
7733112895099,104,3466.666666666667,3822,SR,false,1685.3279,1619.2641,-66.0638,0.4413503408432007,0.4413503408432007,"[755, 472, 801, 505]","[755, 472, 801, 505]"
7733112895099,105,3500.0,,,true,224.6280,273.5045,48.8765,0.0,0.0,,
7733112895099,106,3533.3333333333335,RBZL,6,false,1717.0192,1974.2905,257.2713,0.3443896174430847,0.6936769485473633,"[760, 466, 808, 501]","[760, 466, 808, 501]"
7733112895099,107,3566.666666666667,3B2,6,false,1831.7065,1435.0687,-396.6378,0.6375484637615871,0.6659078001976013,"[763, 464, 810, 498]","[763, 464, 810, 498]"
7733112895099,108,3600.0,3122J,SR,false,1836.6260,1564.3862,-272.2398,0.07648719022876088,0.3244541883468628,"[767, 463, 812, 496]","[767, 463, 812, 496]"
7733112895099,109,3633.3333333333335,,,true,161.9524,85.6660,-76.2864,0.0,0.0,,
7733112895099,110,3666.666666666667,3823,6,false,1024.3986,1769.6072,745.2086,0.263187974691391,0.263187974691391,"[768, 459, 817, 494]","[768, 459, 817, 494]"
7733112895099,111,3700.0,,,true,204.5917,189.6624,-14.9293,0.0,0.0,,
7733112895099,112,3733.3333333333335,3124,6,false,890.1274,1911.9143,1021.7869,0.4268656373023987,0.4268656373023987,"[774, 456, 824, 489]","[774, 456, 824, 489]"
7733112895099,113,3766.666666666667,99,9948,false,644.2395,1723.0578,1078.8183,0.4086116850376129,0.4086116850376129,"[417, 681, 493, 720]","[417, 681, 493, 720]"
7733112895099,114,3800.0000000000005,99,799447,false,677.3312,1864.8079,1187.4767,0.48726098600927914,0.598358690738678,"[426, 677, 503, 720]","[426, 677, 503, 720]"
7733112895099,115,3833.3333333333335,99,RM,false,1234.3786,2195.5109,961.1323,0.8241537809371948,0.8241537809371948,"[438, 671, 514, 720]","[438, 671, 514, 720]"
7733112895099,116,3866.6666666666665,99,RM,false,1591.6442,2043.7673,452.1231,0.7255414724349976,0.7255414724349976,"[448, 666, 525, 720]","[448, 666, 525, 720]"
7733112895099,117,3900.0000000000005,99,RM,false,2680.6916,1408.4821,-1272.2095,0.6065025329589844,0.6065025329589844,"[458, 663, 534, 716]","[458, 663, 534, 716]"
7733112895099,118,3933.3333333333335,99,1225,false,1879.6129,2047.2535,167.6406,0.6043959856033325,0.6043959856033325,"[467, 658, 543, 712]","[467, 658, 543, 712]"
7733112895099,119,3966.666666666667,12,1245,false,1471.2598,2065.9157,594.6559,0.4777831435203552,0.4777831435203552,"[478, 654, 552, 707]","[478, 654, 552, 707]"
7733112895099,120,4000.0,,,true,313.2340,113.8118,-199.4222,0.0,0.0,,
7733112895099,121,4033.333333333333,12125,12948,false,1594.9460,2015.5033,420.5573,0.4158478379249573,0.4158478379249573,"[494, 647, 568, 695]","[494, 647, 568, 695]"
7733112895099,122,4066.6666666666665,12L2S,RM,false,1265.2576,1564.2086,298.9510,0.3971325235558297,0.7962276935577393,"[506, 640, 576, 690]","[506, 640, 576, 690]"
7733112895099,123,4100.000000000001,99A0,12925,false,1184.2078,2100.1105,915.9027,0.5806178917889007,0.6773092150688171,"[512, 638, 582, 685]","[512, 638, 582, 685]"
7733112895099,124,4133.333333333334,1212S,649,false,1459.2995,1758.0154,298.7159,0.3354991551406068,0.7037264108657837,"[521, 634, 589, 683]","[521, 634, 589, 683]"
7733112895099,125,4166.666666666667,12125,RM,false,1547.9339,1209.3236,-338.6103,0.5619844198226929,0.5619844198226929,"[528, 631, 598, 678]","[528, 631, 598, 678]"
7733112895099,126,4200.0,12125,RM,false,1321.0362,1610.8209,289.7847,0.7859468460083008,0.7859468460083008,"[537, 626, 604, 674]","[537, 626, 604, 674]"
7733112895099,127,4233.333333333333,12125,RM,false,1097.8198,1759.5031,661.6833,0.8222748041152954,0.8222748041152954,"[543, 623, 609, 669]","[543, 623, 609, 669]"
7733112895099,128,4266.666666666667,12125,RM,false,1532.8538,1795.3823,262.5285,0.5724512934684753,0.5724512934684753,"[549, 619, 615, 666]","[549, 619, 615, 666]"
7733112895099,129,4300.0,12125,RM,false,1506.8661,1225.3193,-281.5468,0.8073925971984863,0.8073925971984863,"[555, 614, 621, 662]","[555, 614, 621, 662]"
7733112895099,130,4333.333333333334,99,PRICE,false,1875.8674,1639.4503,-236.4171,0.7183787822723389,0.7183787822723389,"[560, 611, 625, 658]","[560, 611, 625, 658]"
7733112895099,131,4366.666666666667,99,6,false,1918.1054,1669.8652,-248.2402,0.7009894251823425,0.7009894251823425,"[567, 608, 629, 653]","[567, 608, 629, 653]"
7733112895099,132,4400.0,12125,RM,false,1528.6969,1877.1122,348.4153,0.48527736736092314,0.6307920217514038,"[571, 606, 637, 650]","[571, 606, 637, 650]"
7733112895099,133,4433.333333333334,99,RM,false,1627.0175,1911.8750,284.8575,0.6367480754852295,0.6367480754852295,"[578, 602, 640, 646]","[578, 602, 640, 646]"
7733112895099,134,4466.666666666667,99,649,false,1242.7549,1924.9922,682.2373,0.49022209644317627,0.49022209644317627,"[582, 599, 644, 643]","[582, 599, 644, 643]"
7733112895099,135,4500.0,12L2S,6,false,1905.7395,1994.9371,89.1976,0.31155876484240835,0.7609681487083435,"[590, 596, 649, 639]","[590, 596, 649, 639]"
7733112895099,136,4533.333333333333,9930,PAID,false,1511.6768,1944.2159,432.5391,0.37905877599308707,0.7279955148696899,"[594, 593, 654, 636]","[594, 593, 654, 636]"
7733112895099,137,4566.666666666667,9940,649,false,1763.7951,1970.6909,206.8958,0.35091179609298706,0.35091179609298706,"[598, 590, 659, 635]","[598, 590, 659, 635]"
7733112895099,138,4600.000000000001,12125,,false,1542.5063,1246.4703,-296.0360,0.5676506605318837,0.694880485534668,"[605, 586, 664, 630]","[605, 586, 664, 630]"
7733112895099,139,4633.333333333334,99AD,,false,1362.2321,1537.9580,175.7259,0.41994765400886536,0.41994765400886536,"[608, 585, 667, 628]","[608, 585, 667, 628]"
7733112895099,140,4666.666666666667,1212S,629,false,1241.2482,1956.9691,715.7209,0.4490481634033256,0.6717525720596313,"[613, 584, 671, 625]","[613, 584, 671, 625]"
7733112895099,141,4700.0,02125,,false,1386.4022,1485.4873,99.0851,0.5978218351699631,0.7198737859725952,"[618, 580, 674, 620]","[618, 580, 674, 620]"
7733112895099,142,4733.333333333333,1212S,6,false,1506.6763,1615.8279,109.1516,0.33910885653986955,0.6963337659835815,"[621, 578, 678, 619]","[621, 578, 678, 619]"
7733112895099,143,4766.666666666667,,,true,140.3262,218.4576,78.1314,0.0,0.0,,
7733112895099,144,4800.0,12L2S,PRICE,false,1463.9165,1373.2015,-90.7150,0.4049629271030426,0.4049629271030426,"[629, 572, 685, 612]","[629, 572, 685, 612]"
7733112895099,145,4833.333333333334,99,RM,false,1624.5378,1603.8914,-20.6464,0.4591892957687378,0.4591892957687378,"[635, 570, 688, 610]","[635, 570, 688, 610]"
7733112895099,146,4866.666666666667,2125,RM,false,1699.3460,1669.2871,-30.0589,0.22712982906014215,0.5383699536323547,"[638, 568, 691, 608]","[638, 568, 691, 608]"
7733112895099,147,4900.0,99AB,12948,false,1966.7933,1714.0014,-252.7919,0.5604706142229684,0.6851100325584412,"[640, 566, 693, 604]","[640, 566, 693, 604]"
7733112895099,148,4933.333333333334,,10740,false,797.7228,1565.0686,767.3458,0.0,0.5252014398574829,"[250, 703, 335, 720]","[250, 703, 335, 720]"
7733112895099,149,4966.666666666667,,1046,false,562.4038,1757.3317,1194.9279,0.0,0.5033801794052124,"[259, 696, 344, 720]","[259, 696, 344, 720]"
7733112895099,150,5000.0,24HE,24AE,false,1080.8237,1855.8525,775.0288,0.13328647288478385,0.7758913040161133,"[268, 689, 354, 720]","[268, 689, 354, 720]"
7733112895099,151,5033.333333333333,24HE,24AE,false,795.4327,1795.7053,1000.2726,0.32500102140642356,0.7992479801177979,"[273, 686, 358, 720]","[273, 686, 358, 720]"
7733112895099,152,5066.666666666667,2LAE,24AE,false,1107.8533,2020.1098,912.2565,0.5466641843388044,0.819831907749176,"[281, 680, 368, 720]","[281, 680, 368, 720]"
7733112895099,153,5100.000000000001,24AE,2445,false,757.1172,1516.1744,759.0572,0.5713060864732856,0.8587568998336792,"[291, 675, 377, 720]","[291, 675, 377, 720]"
7733112895099,154,5133.333333333334,24AE,2445,false,1751.5778,1715.8509,-35.7269,0.7433268359089,0.8890988230705261,"[298, 670, 385, 720]","[298, 670, 385, 720]"
7733112895099,155,5166.666666666667,24AE,0345,false,2147.9525,1591.1470,-556.8055,0.8892075419425964,0.8892075419425964,"[307, 664, 393, 720]","[307, 664, 393, 720]"
7733112895099,156,5200.0,24AE,0345,false,1220.2393,1955.0152,734.7759,0.4995325616151803,0.884844958782196,"[313, 660, 401, 720]","[313, 660, 401, 720]"
7733112895099,157,5233.333333333333,24AE,03153,false,1531.2007,1620.2733,89.0726,0.7509810397868274,0.8905507922172546,"[324, 654, 410, 715]","[324, 654, 410, 715]"
7733112895099,158,5266.666666666667,24AE,03153,false,1113.6454,1684.8373,571.1919,0.9067675471305847,0.9067675471305847,"[331, 650, 418, 710]","[331, 650, 418, 710]"
7733112895099,159,5300.0,24AE,03153,false,1313.2149,1715.4772,402.2623,0.8291947029149703,0.8595572113990784,"[341, 644, 426, 702]","[341, 644, 426, 702]"
7733112895099,160,5333.333333333334,244E,03153,false,1319.6564,1711.4386,391.7822,0.49913487591680683,0.9039170742034912,"[349, 639, 433, 695]","[349, 639, 433, 695]"
7733112895099,161,5366.666666666667,24AE,03153,false,1263.1890,1802.9562,539.7672,0.8887090086936951,0.8887090086936951,"[356, 633, 439, 691]","[356, 633, 439, 691]"
7733112895099,162,5400.0,24AE,03153,false,936.0861,1820.4267,884.3406,0.9003506302833557,0.9003506302833557,"[364, 630, 445, 686]","[364, 630, 445, 686]"
7733112895099,163,5433.333333333334,24AE,09153,false,1404.4746,1878.5158,474.0412,0.784580642968113,0.8944374918937683,"[369, 623, 450, 679]","[369, 623, 450, 679]"
7733112895099,164,5466.666666666667,03151,03153,false,1365.9095,1640.3857,274.4762,0.6241833734817122,0.8883358836174011,"[377, 619, 455, 675]","[377, 619, 455, 675]"
7733112895099,165,5500.0,24AE,03153,false,1142.3434,1707.6163,565.2729,0.7373098112106453,0.8943686485290527,"[385, 615, 463, 669]","[385, 615, 463, 669]"
7733112895099,166,5533.333333333333,24AE,03150,false,1387.0318,1787.4365,400.4047,0.8135725938712554,0.8892890810966492,"[391, 610, 465, 664]","[391, 610, 465, 664]"
7733112895099,167,5566.666666666667,24AE,09153,false,1167.6963,1804.9676,637.2713,0.7467431766820543,0.8981344103813171,"[395, 607, 472, 660]","[395, 607, 472, 660]"
7733112895099,168,5600.000000000001,09153,03153,false,1240.2727,1990.7040,750.4313,0.4510493016336266,0.8725191950798035,"[401, 603, 476, 655]","[401, 603, 476, 655]"
7733112895099,169,5633.333333333334,09151,03153,false,1228.6856,2077.8844,849.1988,0.8691117167472839,0.8691117167472839,"[408, 599, 481, 651]","[408, 599, 481, 651]"
7733112895099,170,5666.666666666667,24AE,03153,false,1194.8638,2299.9979,1105.1341,0.7788709097187534,0.8575942516326904,"[412, 594, 484, 646]","[412, 594, 484, 646]"
7733112895099,171,5700.0,24AE,09153,false,1066.9741,2861.9926,1795.0185,0.6188074900613681,0.8582776188850403,"[414, 590, 487, 642]","[414, 590, 487, 642]"
7733112895099,172,5733.333333333333,24AE,03153,false,1311.6214,2296.7866,985.1652,0.5397902625721256,0.8673720955848694,"[419, 588, 493, 638]","[419, 588, 493, 638]"
7733112895099,173,5766.666666666667,24AE,09153,false,1274.1249,3012.2696,1738.1447,0.49737057882778546,0.8937214612960815,"[425, 583, 497, 634]","[425, 583, 497, 634]"
7733112895099,174,5800.000000000001,03151,03153,false,1128.9850,1712.6828,583.6978,0.8121091104699214,0.8856536149978638,"[428, 582, 497, 632]","[428, 582, 497, 632]"
7733112895099,175,5833.333333333334,03151,03153,false,1339.5488,1944.9203,605.3715,0.4057271611069835,0.8652310371398926,"[430, 578, 502, 628]","[430, 578, 502, 628]"
7733112895099,176,5866.666666666667,03153,03153,true,1727.3082,1713.0798,-14.2284,0.4607886018652301,0.8392848968505859,"[435, 575, 505, 625]","[435, 575, 505, 625]"
