image_id,image_path,text_gt
plate_0080,data\crops\plate_0080.jpg,51G51332
plate_0081,data\crops\plate_0081.jpg,51G51332
plate_0082,data\crops\plate_0082.jpg,51F15585
plate_0083,data\crops\plate_0083.jpg,51F15585
plate_0084,data\crops\plate_0084.jpg,51F22261
plate_0085,data\crops\plate_0085.jpg,51F22261
plate_0086,data\crops\plate_0086.jpg,60A35981
plate_0087,data\crops\plate_0087.jpg,60A35981
plate_0088,data\crops\plate_0088.jpg,60A35981
plate_0089,data\crops\plate_0089.jpg,51F59011
plate_0090,data\crops\plate_0090.jpg,51F04275
plate_0091,data\crops\plate_0091.jpg,51F32488
plate_0092,data\crops\plate_0092.jpg,51F32488
plate_0093,data\crops\plate_0093.jpg,51G43313
plate_0094,data\crops\plate_0094.jpg,51F15585
plate_0095,data\crops\plate_0095.jpg,51F59881
plate_0096,data\crops\plate_0096.jpg,51F59881
plate_0097,data\crops\plate_0097.jpg,50LD04411
plate_0098,data\crops\plate_0098.jpg,50LD04411
plate_0099,data\crops\plate_0099.jpg,50LD04411
plate_0100,data\crops\plate_0100.jpg,50LD04411
plate_0101,data\crops\plate_0101.jpg,51F82606
plate_0102,data\crops\plate_0102.jpg,51F06532
plate_0103,data\crops\plate_0103.jpg,51A72078
plate_0104,data\crops\plate_0104.jpg,51A77529
plate_0105,data\crops\plate_0105.jpg,51A05227
plate_0106,data\crops\plate_0106.jpg,51A05227
plate_0107,data\crops\plate_0107.jpg,51G21670
plate_0108,data\crops\plate_0108.jpg,51F59881
plate_0109,data\crops\plate_0109.jpg,51F59881
plate_0110,data\crops\plate_0110.jpg,51A01204
plate_0111,data\crops\plate_0111.jpg,51A01204
plate_0112,data\crops\plate_0112.jpg,51G39466
plate_0113,data\crops\plate_0113.jpg,51F07973
plate_0114,data\crops\plate_0114.jpg,51F64712
plate_0115,data\crops\plate_0115.jpg,51F61712
plate_0116,data\crops\plate_0116.jpg,48A05177
plate_0117,data\crops\plate_0117.jpg,5F76354
plate_0118,data\crops\plate_0118.jpg,51F88270
plate_0119,data\crops\plate_0119.jpg,51F31118
plate_0120,data\crops\plate_0120.jpg,56S4698
plate_0121,data\crops\plate_0121.jpg,56S4698
plate_0122,data\crops\plate_0122.jpg,51F63034
plate_0123,data\crops\plate_0123.jpg,51F63054
plate_0124,data\crops\plate_0124.jpg,51A69172
plate_0125,data\crops\plate_0125.jpg,51A69172
plate_0126,data\crops\plate_0126.jpg,52Y6490
plate_0127,data\crops\plate_0127.jpg,52Y6490
plate_0128,data\crops\plate_0128.jpg,51F16159
plate_0129,data\crops\plate_0129.jpg,61A22959
plate_0130,data\crops\plate_0130.jpg,51G37675
plate_0131,data\crops\plate_0131.jpg,51G37675
plate_0132,data\crops\plate_0132.jpg,51A89714
plate_0133,data\crops\plate_0133.jpg,51A72110
plate_0134,data\crops\plate_0134.jpg,51G31691
plate_0135,data\crops\plate_0135.jpg,51G31691
plate_0136,data\crops\plate_0136.jpg,51G51332
plate_0137,data\crops\plate_0137.jpg,51G51332
plate_0138,data\crops\plate_0138.jpg,51F15585
plate_0139,data\crops\plate_0139.jpg,51F15585
plate_0140,data\crops\plate_0140.jpg,51F22261
plate_0141,data\crops\plate_0141.jpg,5F22261
plate_0142,data\crops\plate_0142.jpg,60A35981
plate_0143,data\crops\plate_0143.jpg,51F59011
plate_0144,data\crops\plate_0144.jpg,51F59011
plate_0145,data\crops\plate_0145.jpg,51F32488
plate_0146,data\crops\plate_0146.jpg,5G49539
plate_0147,data\crops\plate_0147.jpg,51A01204
plate_0148,data\crops\plate_0148.jpg,51F02754
plate_0149,data\crops\plate_0149.jpg,51F02754
plate_0150,data\crops\plate_0150.jpg,51A01204
plate_0151,data\crops\plate_0151.jpg,51F31118
plate_0152,data\crops\plate_0152.jpg,51F31118
plate_0153,data\crops\plate_0153.jpg,51F06531
plate_0154,data\crops\plate_0154.jpg,50LD04411
plate_0155,data\crops\plate_0155.jpg,50LD04411
plate_0156,data\crops\plate_0156.jpg,50LD04411
plate_0157,data\crops\plate_0157.jpg,50LD04411
plate_0158,data\crops\plate_0158.jpg,5F06532
plate_0159,data\crops\plate_0159.jpg,50LD04411
plate_0160,data\crops\plate_0160.jpg,51A72078
plate_0161,data\crops\plate_0161.jpg,51A72078
plate_0162,data\crops\plate_0162.jpg,51A85325
plate_0163,data\crops\plate_0163.jpg,51A77529
plate_0164,data\crops\plate_0164.jpg,51A77529
plate_0165,data\crops\plate_0165.jpg,5G29034
plate_0166,data\crops\plate_0166.jpg,51G29034
plate_0167,data\crops\plate_0167.jpg,68C137520
plate_0168,data\crops\plate_0168.jpg,51A05227
plate_0169,data\crops\plate_0169.jpg,51G25181
plate_0170,data\crops\plate_0170.jpg,51G21670
plate_0171,data\crops\plate_0171.jpg,51G21670
plate_0172,data\crops\plate_0172.jpg,51F59881
plate_0173,data\crops\plate_0173.jpg,51A01204
plate_0174,data\crops\plate_0174.jpg,51A01204
plate_0175,data\crops\plate_0175.jpg,51G39466
plate_0176,data\crops\plate_0176.jpg,51F07973
plate_0177,data\crops\plate_0177.jpg,51F07973
plate_0178,data\crops\plate_0178.jpg,51F61712
plate_0179,data\crops\plate_0179.jpg,51G42971
plate_0180,data\crops\plate_0180.jpg,51G37307
plate_0181,data\crops\plate_0181.jpg,51G37307
plate_0182,data\crops\plate_0182.jpg,51F52170
plate_0183,data\crops\plate_0183.jpg,51F63034
plate_0184,data\crops\plate_0184.jpg,51F63034
plate_0185,data\crops\plate_0185.jpg,60A20880
plate_0186,data\crops\plate_0186.jpg,60A20880
plate_0187,data\crops\plate_0187.jpg,51A89714
plate_0188,data\crops\plate_0188.jpg,51A89714
plate_0189,data\crops\plate_0189.jpg,51G22237
plate_0190,data\crops\plate_0190.jpg,51G22237
plate_0191,data\crops\plate_0191.jpg,51A72110
plate_0192,data\crops\plate_0192.jpg,51A72110
plate_0193,data\crops\plate_0193.jpg,51F44614
plate_0194,data\crops\plate_0194.jpg,51F44614
plate_0195,data\crops\plate_0195.jpg,51G37675
plate_0196,data\crops\plate_0196.jpg,51F24403
plate_0197,data\crops\plate_0197.jpg,51G43630
plate_0198,data\crops\plate_0198.jpg,50Z1630
plate_0199,data\crops\plate_0199.jpg,51G51332
plate_0200,data\crops\plate_0200.jpg,51F22261
plate_0201,data\crops\plate_0201.jpg,60A35981
plate_0202,data\crops\plate_0202.jpg,51F64665
plate_0203,data\crops\plate_0203.jpg,51F59011
plate_0204,data\crops\plate_0204.jpg,51F07568
plate_0205,data\crops\plate_0205.jpg,51A90905
plate_0206,data\crops\plate_0206.jpg,5AG00672
plate_0207,data\crops\plate_0207.jpg,51G00672
plate_0208,data\crops\plate_0208.jpg,5F06948
plate_0209,data\crops\plate_0209.jpg,51F57493
plate_0210,data\crops\plate_0210.jpg,51F06948
plate_0211,data\crops\plate_0211.jpg,51G31691
plate_0212,data\crops\plate_0212.jpg,51G10096
plate_0213,data\crops\plate_0213.jpg,51A02923
plate_0214,data\crops\plate_0214.jpg,51A16595
plate_0215,data\crops\plate_0215.jpg,48A05177
plate_0216,data\crops\plate_0216.jpg,51G49539
plate_0217,data\crops\plate_0217.jpg,51G01177
plate_0218,data\crops\plate_0218.jpg,51G01177
plate_0219,data\crops\plate_0219.jpg,51F31118
plate_0220,data\crops\plate_0220.jpg,51G37307
plate_0221,data\crops\plate_0221.jpg,51G37307
plate_0222,data\crops\plate_0222.jpg,50LD04411
plate_0223,data\crops\plate_0223.jpg,51G47340
plate_0224,data\crops\plate_0224.jpg,51F06532
plate_0225,data\crops\plate_0225.jpg,51A72078
plate_0226,data\crops\plate_0226.jpg,51A72078
plate_0227,data\crops\plate_0227.jpg,51A77529
plate_0228,data\crops\plate_0228.jpg,62A05772
plate_0229,data\crops\plate_0229.jpg,51F06532
plate_0230,data\crops\plate_0230.jpg,60LD00584
plate_0231,data\crops\plate_0231.jpg,60A21418
plate_0232,data\crops\plate_0232.jpg,60A21418
plate_0233,data\crops\plate_0233.jpg,51F22029
plate_0234,data\crops\plate_0234.jpg,51F22029
plate_0235,data\crops\plate_0235.jpg,51A05227
plate_0236,data\crops\plate_0236.jpg,51A05227
plate_0237,data\crops\plate_0237.jpg,51F59881
plate_0238,data\crops\plate_0238.jpg,51G39466
plate_0239,data\crops\plate_0239.jpg,51G39466
plate_0240,data\crops\plate_0240.jpg,51F61712
plate_0241,data\crops\plate_0241.jpg,51F61712
plate_0242,data\crops\plate_0242.jpg,51G42971
plate_0243,data\crops\plate_0243.jpg,51G37307
plate_0244,data\crops\plate_0244.jpg,51G37307
plate_0245,data\crops\plate_0245.jpg,51A69172
plate_0246,data\crops\plate_0246.jpg,52Y6490
plate_0247,data\crops\plate_0247.jpg,51F16159
plate_0248,data\crops\plate_0248.jpg,51F16159
plate_0249,data\crops\plate_0249.jpg,51F06609
plate_0250,data\crops\plate_0250.jpg,51F06609
plate_0251,data\crops\plate_0251.jpg,51A89714
plate_0252,data\crops\plate_0252.jpg,51A89714
plate_0253,data\crops\plate_0253.jpg,51G22237
plate_0254,data\crops\plate_0254.jpg,60A03868
plate_0255,data\crops\plate_0255.jpg,60A03868
plate_0256,data\crops\plate_0256.jpg,51G31691
plate_0257,data\crops\plate_0257.jpg,51G31691
plate_0258,data\crops\plate_0258.jpg,51G43630
plate_0259,data\crops\plate_0259.jpg,50Z1630
plate_0260,data\crops\plate_0260.jpg,50Z1630
plate_0261,data\crops\plate_0261.jpg,51G51332
plate_0262,data\crops\plate_0262.jpg,51F22261
plate_0263,data\crops\plate_0263.jpg,60A35981
plate_0264,data\crops\plate_0264.jpg,51F59011
plate_0265,data\crops\plate_0265.jpg,51F59011
plate_0266,data\crops\plate_0266.jpg,52P5688
plate_0267,data\crops\plate_0267.jpg,95688
plate_0268,data\crops\plate_0268.jpg,51G06672
plate_0269,data\crops\plate_0269.jpg,51G06672
plate_0270,data\crops\plate_0270.jpg,51A77529
plate_0271,data\crops\plate_0271.jpg,51A77529
plate_0272,data\crops\plate_0272.jpg,51G31691
plate_0273,data\crops\plate_0273.jpg,51G31691
plate_0274,data\crops\plate_0274.jpg,51F74776
plate_0275,data\crops\plate_0275.jpg,51F07973
plate_0276,data\crops\plate_0276.jpg,51A85325
plate_0277,data\crops\plate_0277.jpg,51A85325
plate_0278,data\crops\plate_0278.jpg,51F82606
plate_0279,data\crops\plate_0279.jpg,51G51292
plate_0280,data\crops\plate_0280.jpg,51G51292
plate_0281,data\crops\plate_0281.jpg,62A05772
plate_0282,data\crops\plate_0282.jpg,51G51008
plate_0283,data\crops\plate_0283.jpg,51F22029
plate_0284,data\crops\plate_0284.jpg,51F61712
plate_0285,data\crops\plate_0285.jpg,86A06844
plate_0286,data\crops\plate_0286.jpg,86A06844
plate_0287,data\crops\plate_0287.jpg,93LD00103
plate_0288,data\crops\plate_0288.jpg,51F88270
plate_0289,data\crops\plate_0289.jpg,51F88270
plate_0290,data\crops\plate_0290.jpg,51F88270
plate_0291,data\crops\plate_0291.jpg,51F88270
plate_0292,data\crops\plate_0292.jpg,51F88270
plate_0293,data\crops\plate_0293.jpg,51F04275
plate_0294,data\crops\plate_0294.jpg,51F78396
plate_0295,data\crops\plate_0295.jpg,51F78396
plate_0296,data\crops\plate_0296.jpg,51G21797
plate_0297,data\crops\plate_0297.jpg,62A05516
plate_0298,data\crops\plate_0298.jpg,62A05516
plate_0299,data\crops\plate_0299.jpg,51G21670
plate_0300,data\crops\plate_0300.jpg,51F59881
plate_0301,data\crops\plate_0301.jpg,51F59881
plate_0302,data\crops\plate_0302.jpg,51F22476
plate_0303,data\crops\plate_0303.jpg,56N7186
plate_0304,data\crops\plate_0304.jpg,51A7244
plate_0305,data\crops\plate_0305.jpg,51F31118
plate_0306,data\crops\plate_0306.jpg,51F25481
plate_0307,data\crops\plate_0307.jpg,51A01204
plate_0308,data\crops\plate_0308.jpg,51A01204
plate_0309,data\crops\plate_0309.jpg,50LD04411
plate_0310,data\crops\plate_0310.jpg,51A85325
plate_0311,data\crops\plate_0311.jpg,51A85325
plate_0312,data\crops\plate_0312.jpg,51F64619
plate_0313,data\crops\plate_0313.jpg,51F64619
plate_0314,data\crops\plate_0314.jpg,47281
plate_0315,data\crops\plate_0315.jpg,51G21748
plate_0316,data\crops\plate_0316.jpg,51G21748
plate_0317,data\crops\plate_0317.jpg,51G10096
plate_0318,data\crops\plate_0318.jpg,51G10096
plate_0319,data\crops\plate_0319.jpg,51G37307
plate_0320,data\crops\plate_0320.jpg,51G37307
plate_0321,data\crops\plate_0321.jpg,51G39466
plate_0322,data\crops\plate_0322.jpg,51F06532
plate_0323,data\crops\plate_0323.jpg,51F06532
plate_0324,data\crops\plate_0324.jpg,51F61712
plate_0325,data\crops\plate_0325.jpg,51A77529
plate_0326,data\crops\plate_0326.jpg,51A77529
plate_0327,data\crops\plate_0327.jpg,93LD00103
plate_0328,data\crops\plate_0328.jpg,93LD00103
plate_0329,data\crops\plate_0329.jpg,51F88270
plate_0330,data\crops\plate_0330.jpg,51F88270
plate_0331,data\crops\plate_0331.jpg,51F88270
plate_0332,data\crops\plate_0332.jpg,51F88270
plate_0333,data\crops\plate_0333.jpg,51F22029
plate_0334,data\crops\plate_0334.jpg,51G01440
plate_0335,data\crops\plate_0335.jpg,51C59323
plate_0336,data\crops\plate_0336.jpg,51A05227
plate_0337,data\crops\plate_0337.jpg,51F15585
plate_0338,data\crops\plate_0338.jpg,51G21670
plate_0339,data\crops\plate_0339.jpg,51F59881
plate_0340,data\crops\plate_0340.jpg,51F63034
plate_0341,data\crops\plate_0341.jpg,51A01204
plate_0342,data\crops\plate_0342.jpg,51F06948
plate_0343,data\crops\plate_0343.jpg,51G39466
plate_0344,data\crops\plate_0344.jpg,51F07973
plate_0345,data\crops\plate_0345.jpg,51F88270
plate_0346,data\crops\plate_0346.jpg,51F16159
plate_0347,data\crops\plate_0347.jpg,61A22959
plate_0348,data\crops\plate_0348.jpg,51G37307
plate_0349,data\crops\plate_0349.jpg,51A72110
plate_0350,data\crops\plate_0350.jpg,51A96141
plate_0351,data\crops\plate_0351.jpg,51F44614
plate_0352,data\crops\plate_0352.jpg,51F44614
plate_0353,data\crops\plate_0353.jpg,51F22403
plate_0354,data\crops\plate_0354.jpg,51A69172
plate_0355,data\crops\plate_0355.jpg,51A69172
plate_0356,data\crops\plate_0356.jpg,51F16159
plate_0357,data\crops\plate_0357.jpg,61A39534
plate_0358,data\crops\plate_0358.jpg,51G51332
plate_0359,data\crops\plate_0359.jpg,51F22261
plate_0360,data\crops\plate_0360.jpg,51F58260
plate_0361,data\crops\plate_0361.jpg,51F64665
plate_0362,data\crops\plate_0362.jpg,51G47281
plate_0363,data\crops\plate_0363.jpg,51F59011
plate_0364,data\crops\plate_0364.jpg,61A30001
plate_0365,data\crops\plate_0365.jpg,61A22959
plate_0366,data\crops\plate_0366.jpg,51G27471
plate_0367,data\crops\plate_0367.jpg,56N0666
plate_0368,data\crops\plate_0368.jpg,51G47281
plate_0369,data\crops\plate_0369.jpg,51A89714
plate_0370,data\crops\plate_0370.jpg,51A89714
plate_0371,data\crops\plate_0371.jpg,51F49142
plate_0372,data\crops\plate_0372.jpg,1F49142
plate_0373,data\crops\plate_0373.jpg,51B21666
plate_0374,data\crops\plate_0374.jpg,51B21666
plate_0375,data\crops\plate_0375.jpg,51F20754
plate_0376,data\crops\plate_0376.jpg,51G42861
plate_0377,data\crops\plate_0377.jpg,51A96141
plate_0378,data\crops\plate_0378.jpg,51F31118
plate_0379,data\crops\plate_0379.jpg,51A96141
plate_0380,data\crops\plate_0380.jpg,51A96141
plate_0381,data\crops\plate_0381.jpg,51A96141
plate_0382,data\crops\plate_0382.jpg,60A03868
plate_0383,data\crops\plate_0383.jpg,50LD04411
plate_0384,data\crops\plate_0384.jpg,51A85325
plate_0385,data\crops\plate_0385.jpg,51A85325
plate_0386,data\crops\plate_0386.jpg,51F44614
plate_0387,data\crops\plate_0387.jpg,51F63034
plate_0388,data\crops\plate_0388.jpg,51F63034
plate_0389,data\crops\plate_0389.jpg,51F24403
plate_0390,data\crops\plate_0390.jpg,51F24403
plate_0391,data\crops\plate_0391.jpg,51A72078
plate_0392,data\crops\plate_0392.jpg,51A72078
plate_0393,data\crops\plate_0393.jpg,51G51332
plate_0394,data\crops\plate_0394.jpg,51F69545
plate_0395,data\crops\plate_0395.jpg,51F15585
plate_0396,data\crops\plate_0396.jpg,51F15585
plate_0397,data\crops\plate_0397.jpg,51G01440
plate_0398,data\crops\plate_0398.jpg,51G01440
plate_0399,data\crops\plate_0399.jpg,51C59323
plate_0400,data\crops\plate_0400.jpg,51C59323
plate_0401,data\crops\plate_0401.jpg,51F22261
plate_0402,data\crops\plate_0402.jpg,51F59881
plate_0403,data\crops\plate_0403.jpg,51F22261
plate_0404,data\crops\plate_0404.jpg,51A01204
plate_0405,data\crops\plate_0405.jpg,51A01204
plate_0406,data\crops\plate_0406.jpg,51F06948
plate_0407,data\crops\plate_0407.jpg,V3993
plate_0408,data\crops\plate_0408.jpg,51G39466
plate_0409,data\crops\plate_0409.jpg,51F07973
plate_0410,data\crops\plate_0410.jpg,51F07973
plate_0411,data\crops\plate_0411.jpg,51F07973
plate_0412,data\crops\plate_0412.jpg,51F61712
plate_0413,data\crops\plate_0413.jpg,51F61712
plate_0414,data\crops\plate_0414.jpg,51F88270
plate_0415,data\crops\plate_0415.jpg,51F55827
plate_0416,data\crops\plate_0416.jpg,51F63034
plate_0417,data\crops\plate_0417.jpg,51A69172
plate_0418,data\crops\plate_0418.jpg,51A69172
plate_0419,data\crops\plate_0419.jpg,61A22959
plate_0420,data\crops\plate_0420.jpg,61A22959
plate_0421,data\crops\plate_0421.jpg,51G10209
plate_0422,data\crops\plate_0422.jpg,51G10209
plate_0423,data\crops\plate_0423.jpg,60A35981
plate_0424,data\crops\plate_0424.jpg,51A60216
plate_0425,data\crops\plate_0425.jpg,51A72110
plate_0426,data\crops\plate_0426.jpg,29A51796
plate_0427,data\crops\plate_0427.jpg,29A51796
plate_0428,data\crops\plate_0428.jpg,51F44614
plate_0429,data\crops\plate_0429.jpg,51F44614
plate_0430,data\crops\plate_0430.jpg,51F44614
plate_0431,data\crops\plate_0431.jpg,51F44614
plate_0432,data\crops\plate_0432.jpg,29A51796
plate_0433,data\crops\plate_0433.jpg,29A51796
plate_0434,data\crops\plate_0434.jpg,51A60216
plate_0435,data\crops\plate_0435.jpg,51A60216
plate_0436,data\crops\plate_0436.jpg,51F22403
plate_0437,data\crops\plate_0437.jpg,51F22403
plate_0438,data\crops\plate_0438.jpg,61A39534
plate_0439,data\crops\plate_0439.jpg,61A39534
plate_0440,data\crops\plate_0440.jpg,51G51332
plate_0441,data\crops\plate_0441.jpg,51G51332
plate_0442,data\crops\plate_0442.jpg,51F15585
plate_0443,data\crops\plate_0443.jpg,51F15585
plate_0444,data\crops\plate_0444.jpg,51F22261
plate_0445,data\crops\plate_0445.jpg,60A35981
plate_0446,data\crops\plate_0446.jpg,51F59011
plate_0447,data\crops\plate_0447.jpg,F58250
plate_0448,data\crops\plate_0448.jpg,51F59011
plate_0449,data\crops\plate_0449.jpg,61A30001
plate_0450,data\crops\plate_0450.jpg,51F02687
plate_0451,data\crops\plate_0451.jpg,51G51936
plate_0452,data\crops\plate_0452.jpg,51G51936
plate_0453,data\crops\plate_0453.jpg,51A69172
plate_0454,data\crops\plate_0454.jpg,51A69172
plate_0455,data\crops\plate_0455.jpg,51F16159
plate_0456,data\crops\plate_0456.jpg,5F16159
plate_0457,data\crops\plate_0457.jpg,51G47281
plate_0458,data\crops\plate_0458.jpg,51G49160
plate_0459,data\crops\plate_0459.jpg,51F20754
plate_0460,data\crops\plate_0460.jpg,51F20454
plate_0461,data\crops\plate_0461.jpg,51A89714
plate_0462,data\crops\plate_0462.jpg,51A89714
plate_0463,data\crops\plate_0463.jpg,50LD04411
plate_0464,data\crops\plate_0464.jpg,51A85235
plate_0465,data\crops\plate_0465.jpg,1A85325
plate_0466,data\crops\plate_0466.jpg,51G25181
plate_0467,data\crops\plate_0467.jpg,51F49142
plate_0468,data\crops\plate_0468.jpg,51B21666
plate_0469,data\crops\plate_0469.jpg,51A90905
plate_0470,data\crops\plate_0470.jpg,51G10096
plate_0471,data\crops\plate_0471.jpg,51G10096
plate_0472,data\crops\plate_0472.jpg,48A05177
plate_0473,data\crops\plate_0473.jpg,48A05177
plate_0474,data\crops\plate_0474.jpg,G01177
plate_0475,data\crops\plate_0475.jpg,51A72110
plate_0476,data\crops\plate_0476.jpg,51A72110
plate_0477,data\crops\plate_0477.jpg,51G37307
plate_0478,data\crops\plate_0478.jpg,1G37307
plate_0479,data\crops\plate_0479.jpg,60A35981
plate_0480,data\crops\plate_0480.jpg,51G47
plate_0481,data\crops\plate_0481.jpg,51A96141
plate_0482,data\crops\plate_0482.jpg,51A96141
plate_0483,data\crops\plate_0483.jpg,51A96141
plate_0484,data\crops\plate_0484.jpg,51A96141
plate_0485,data\crops\plate_0485.jpg,60A21418
plate_0486,data\crops\plate_0486.jpg,51A77529
plate_0487,data\crops\plate_0487.jpg,51A77529
plate_0488,data\crops\plate_0488.jpg,51F44614
plate_0489,data\crops\plate_0489.jpg,51F44614
plate_0490,data\crops\plate_0490.jpg,51G51008
plate_0491,data\crops\plate_0491.jpg,51F24403
plate_0492,data\crops\plate_0492.jpg,51F79512
plate_0493,data\crops\plate_0493.jpg,51F79512
plate_0494,data\crops\plate_0494.jpg,51A05227
plate_0495,data\crops\plate_0495.jpg,51A05227
plate_0496,data\crops\plate_0496.jpg,5F59881
plate_0497,data\crops\plate_0497.jpg,51F59881
plate_0498,data\crops\plate_0498.jpg,51F07973
plate_0499,data\crops\plate_0499.jpg,51F61712
plate_0500,data\crops\plate_0500.jpg,51A55433
plate_0501,data\crops\plate_0501.jpg,51F88270
plate_0502,data\crops\plate_0502.jpg,30E00090
plate_0503,data\crops\plate_0503.jpg,90E00090
plate_0504,data\crops\plate_0504.jpg,51F63034
plate_0505,data\crops\plate_0505.jpg,51F63034
plate_0506,data\crops\plate_0506.jpg,51A69172
plate_0507,data\crops\plate_0507.jpg,51G10209
plate_0508,data\crops\plate_0508.jpg,51G51008
plate_0509,data\crops\plate_0509.jpg,51F35613
plate_0510,data\crops\plate_0510.jpg,51A72110
plate_0511,data\crops\plate_0511.jpg,51A96141
plate_0512,data\crops\plate_0512.jpg,51A96141
plate_0513,data\crops\plate_0513.jpg,51F44614
plate_0514,data\crops\plate_0514.jpg,51F24403
plate_0515,data\crops\plate_0515.jpg,51G51332
plate_0516,data\crops\plate_0516.jpg,51F15585
plate_0517,data\crops\plate_0517.jpg,5F15585
plate_0518,data\crops\plate_0518.jpg,5F15585
plate_0519,data\crops\plate_0519.jpg,5F15585
plate_0520,data\crops\plate_0520.jpg,51F16159
plate_0521,data\crops\plate_0521.jpg,5F16159
plate_0522,data\crops\plate_0522.jpg,5F16159A
plate_0523,data\crops\plate_0523.jpg,51F59011
plate_0524,data\crops\plate_0524.jpg,51G20536
plate_0525,data\crops\plate_0525.jpg,51F51380
plate_0526,data\crops\plate_0526.jpg,51F21255
plate_0527,data\crops\plate_0527.jpg,51F69259
plate_0528,data\crops\plate_0528.jpg,51F69259
plate_0529,data\crops\plate_0529.jpg,51F13251
plate_0530,data\crops\plate_0530.jpg,51F13251
plate_0531,data\crops\plate_0531.jpg,51F15585
plate_0532,data\crops\plate_0532.jpg,29A23950
plate_0533,data\crops\plate_0533.jpg,51F15585
plate_0534,data\crops\plate_0534.jpg,51F15585
plate_0535,data\crops\plate_0535.jpg,51G48154
plate_0536,data\crops\plate_0536.jpg,51G48154
