image_id,text_gt,confidence
plate_0139,6IF15585,0.32368121616949563
plate_0140,61F322260,0.2488480542557077
plate_0141,51F22261,0.6138538520877032
plate_0142,60A35981,0.4993284142926054
plate_0143,51F5901,0.40560090189824755
plate_0144,BIF5901,0.42631759393767593
plate_0145,61F82488,0.22683933314819235
plate_0146,51G49539,0.5838528495046815
plate_0147,61701204,0.23604528646817396
plate_0148,61720754,0.15350554917794385
plate_0149,51F20754,0.27743362855736625
plate_0150,51401204,0.17418436818036676
plate_0151,6IF31118,0.18324504740417977
plate_0152,51F31118,0.5199180040383267
plate_0153,BIF06522,0.13873149548364688
plate_0154,04411BOLD,0.5377347160831154
plate_0155,50L004411,0.24671657335405656
plate_0156,G0LD04411,0.19681330904436695
plate_0157,50L004417,0.5890077785258062
plate_0158,5IF06532,0.3520008038510382
plate_0159,GOLD04411,0.08770564305540478
plate_0160,51472078,0.2498917661178842
plate_0161,51472078,0.3961032296383071
plate_0162,151485325,0.1770176726500923
plate_0163,61477529,0.5159791923613537
plate_0164,51477529,0.6049218612241406
plate_0165,61G29034,0.7385908384457078
plate_0166,51629034,0.42874060086343113
plate_0167,68C737520,0.7421414303981042
plate_0168,6105227,0.3520760811199011
plate_0169,51625181,0.2737652851682292
plate_0170,51621670,0.5527013806462754
plate_0171,61621670,0.43505841612206175
plate_0172,6IF59881,0.154857248499302
plate_0173,51401204,0.28184643993899194
plate_0174,51401204,0.6131905691969708
plate_0175,51639466,0.7360497944410096
plate_0176,BIF07973,0.7686305314680977
plate_0177,51F07973,0.41644394734692963
plate_0178,51F61712,0.790983921370396
plate_0179,51642971,0.5647926471709368
plate_0180,61637307,0.8765997264485587
plate_0181,51697307,0.48536392560474884
plate_0182,6IF52170,0.5195587265359538
plate_0183,GIF63084,0.7126968963648451
plate_0184,BIF63034,0.5282529104028654
plate_0185,60A208180,0.41370960054273925
plate_0186,60420880,0.5924111393022127
plate_0187,51489714,0.3462767225099677
plate_0188,61A89710,0.10842586211105655
plate_0189,61G522237,0.5388815821061189
plate_0190,61C22237,0.3175892945056932
plate_0191,6772110,0.2699630188916331
plate_0192,5777210,0.217407183728345
plate_0193,BF44617,0.11659060545556238
plate_0194,617L67Z,0.024141115775135297
plate_0195,51637675,0.4381900405689677
plate_0196,61F21403,0.06633771070635873
plate_0197,51643630,0.5462768446039471
plate_0198,60251680,0.18283359728688894
plate_0199,51651332,0.42087131772131575
plate_0200,51F22267,0.1393386133242879
plate_0201,G0A35981,0.12139577862627045
plate_0202,F64665,0.2526853695765535
plate_0203,67F59017,0.3493420304744475
plate_0204,61F07560,0.4201634405873371
plate_0205,7490905,0.17982966667382222
plate_0206,61600672,0.41138641593489467
plate_0207,51G00672,0.7896221607691662
plate_0208,BIF06928,0.5861386025705402
plate_0209,61F57493,0.4605335662419355
plate_0210,57F06948,0.46275869094774064
plate_0211,51631691,0.6626901173583944
plate_0212,51G10096,0.5430863359866446
plate_0213,51402923,0.854430426685979
plate_0214,51416598,0.12724803509269939
plate_0215,48405177,0.40927158017378473
plate_0216,51679539,0.3366536885891719
plate_0217,61601177,0.5075572122823304
plate_0218,51601177,0.5074992450021188
plate_0219,B7F3118,0.06964792285803031
plate_0220,51637307,0.8794476512784837
plate_0221,51637307,0.18576656917904136
plate_0222,50L004411,0.4121323898579459
plate_0223,61647340,0.28086194990305907
plate_0224,51F06582,0.5305966482236586
plate_0225,6172078,0.34936626736844123
plate_0226,6472078,0.785204835132319
plate_0227,51477529,0.652846925022869
plate_0228,62405772,0.9435485953966961
plate_0229,57F06532,0.16069966980201575
plate_0230,6DLD0050,0.153245135298213
plate_0231,604211118,0.11855303675840133
plate_0232,60421418,0.7091113380664544
plate_0233,61F22029,0.3278970710260749
plate_0234,BIF22029,0.1879268372730573
plate_0235,51405227,0.33178366394064057
plate_0236,57405227,0.08754624055405032
plate_0237,IF59881,0.4969587080575894
plate_0238,51639466,0.48034236424334575
plate_0239,51639468,0.663640057657498
plate_0240,51F61712,0.25760365631280613
plate_0241,B1F61712,0.1469845062740676
plate_0242,61642971,0.3452460441628777
plate_0243,61637307,0.8701147715219013
plate_0244,51637307,0.9048982347397341
plate_0245,51469172,0.5603221356253044
plate_0246,52Y6490,0.8122112603650615
plate_0247,5IF76159,0.20454021362218833
plate_0248,BIF16159,0.23740316409092488
plate_0249,066095IF,0.7877205797698459
plate_0250,5IF06609,0.734846210747265
plate_0251,51A8971,0.46654713060657627
plate_0252,51489714,0.7494071418745843
plate_0253,51G22237,0.4876718230383804
plate_0254,60403868,0.5964966538614364
plate_0255,60A03868,0.5676613352799186
plate_0256,51631697,0.46601709773638234
plate_0257,51631691,0.4510422457689507
plate_0258,51G43630,0.6931526207553667
plate_0259,5021630,0.8436993874497346
plate_0260,50Z1630,0.5210902880657964
plate_0261,51651832,0.5386421796053094
plate_0262,51F22261,0.40438873624258004
plate_0263,60435981,0.3966789571440341
plate_0264,5IF5901,0.48595369927868415
plate_0265,5IF590,0.24831865342958415
plate_0266,52P5688,0.8161247630259312
plate_0267,5688,0.9999738335609436
plate_0268,51600672,0.6990645690851611
plate_0269,51G00672,0.6091366887609263
plate_0270,61477529,0.3975116140658903
plate_0271,67477529,0.14433041795395726
plate_0272,51631691,0.5637098513123429
plate_0273,51G31691,0.3424647311307747
plate_0274,51F76776,0.09560083086400337
plate_0275,51F07973,0.44570516815656774
plate_0276,51685325,0.26996399908371355
plate_0277,57485325,0.5564057062912886
plate_0278,TARA51F82606,0.3224305398337289
plate_0279,51651292,0.4471833406461162
plate_0280,51651292,0.5274588399393308
plate_0281,62405772,0.8989642003834735
plate_0282,051G517008,0.2096211113767744
plate_0283,61F22029,0.44938635393978893
plate_0284,51F61712,0.5307860500219092
plate_0285,6A06844,0.38405196564760363
plate_0286,86A06840,0.5315192974660905
plate_0287,931000103,0.14601500847940055
plate_0288,61F88270,0.34483538289114996
plate_0289,5IF88270,0.2045976031213461
plate_0290,61F88270,0.35489875139423627
plate_0291,5IF88270,0.23369144893447147
plate_0292,61F88270,0.5474879334114798
plate_0293,51F04275,0.6193384545290663
plate_0294,51F78396,0.3369812766727642
plate_0295,61F78396,0.34433986392429533
plate_0296,51621797,0.9636391308004572
plate_0297,624055116,0.2889489603982006
plate_0298,6240551,0.2656633296952966
plate_0299,87G21670,0.4644299367906173
plate_0300,E51F59881,0.16215673297955382
plate_0301,DIF59881,0.10205463015503624
plate_0302,51F2117,0.436115140944559
plate_0303,56N7186,0.42100985720716716
plate_0304,61472444,0.3081847242607283
plate_0305,5IF31118,0.4720895397536323
plate_0306,81516254,0.8498821608684461
plate_0307,51401204,0.28494806971480435
plate_0308,617401204,0.252589950073064
plate_0309,50L004411,0.458744281847897
plate_0310,51485325,0.6578933041044094
plate_0311,5185325,0.30193679855863276
plate_0312,51F64619,0.18681672297167023
plate_0313,5IF64619,0.6073667147002227
plate_0314,047281,0.5127229011840737
plate_0315,61621748,0.5630401798165735
plate_0316,61621748,0.3870247030392679
plate_0317,51G10096,0.4953563580587012
plate_0318,51610096,0.4403117312448401
plate_0319,81637307,0.6234723908936843
plate_0320,2637307,0.46436901824625704
plate_0321,51639466,0.5819630004349495
plate_0322,51F06532,0.36343302681511525
plate_0323,51F06532,0.3800339992483069
plate_0324,51F61712,0.7795347975542964
plate_0325,61477529,0.7059257996026704
plate_0326,51477529,0.5257775211410457
plate_0327,93LD00103,0.7107967407737008
plate_0328,93LD00103,0.3129372230123338
plate_0329,61F88270,0.5435768481432294
plate_0330,51F88270,0.2531106667479263
plate_0331,61F88270,0.43070163342112366
plate_0332,BIF88270,0.6305751227985907
plate_0333,51F22029,0.3490185117982264
plate_0334,61601470,0.28545224505267336
plate_0335,61C59823,0.24347042357318388
plate_0336,61405227,0.3250247061722394
plate_0337,61RG6E5,0.014614024793122824
plate_0338,51621670,0.52970812338307
plate_0339,5IF59881,0.23806074173264255
plate_0340,BIF63034,0.46403803652567793
plate_0341,B701204,0.03743953396008481
plate_0342,67F069485,0.18305887989076433
plate_0343,61639466,0.3851878411435637
plate_0344,5IF07973,0.43797442113460744
plate_0345,57F88270,0.16527159163017754
plate_0346,61F16159,0.4214329258725902
plate_0347,59614229,0.6353092896628516
plate_0348,61637307,0.23797858411322834
plate_0349,6472170,0.3059535123574463
plate_0350,6ING6NN,0.03461754051320316
plate_0351,6F44617,0.28151614498407274
plate_0352,6FLZ6T,0.03682021326956006
plate_0353,BIF20403,0.10017651462371494
plate_0354,5169172,0.45154174402421965
plate_0355,51469172,0.4899675808948414
plate_0356,51F16159,0.23975085661022622
plate_0357,61439537,0.3346063174854999
plate_0358,51651332,0.42694301088911524
plate_0359,51F22261,0.4710175723663945
plate_0360,BIF58250,0.3954061371419472
plate_0361,6F64665,0.19190183998683466
plate_0362,B1G4728,0.4192297780025208
plate_0363,5IF59011,0.19819725930771828
plate_0364,67A30007,0.4915639369113745
plate_0365,61422959,0.2248289786635805
plate_0366,61627471,0.5711074973409137
plate_0367,66N0666,0.440412679969706
plate_0368,61647281,0.41637440220865646
plate_0369,51489717,0.3049052431673741
plate_0370,1A89714,0.24984846467098226
plate_0371,BIF49142,0.4170121188063233
plate_0372,IIF49142,0.6180431656184336
plate_0373,61821668,0.2689669740280433
plate_0374,51B21666,0.8046009810877385
plate_0375,61F20754,0.13149835364977716
plate_0376,61642867,0.6630254062045225
plate_0377,51496141,0.3684644355002552
plate_0378,G1F31118,0.11861951445579738
plate_0379,51496141,0.4665372511070219
plate_0380,51496141,0.15711415074132454
plate_0381,50496141,0.26410966797808266
plate_0382,686OA038D,0.5734010298451941
plate_0383,50L004411,0.5657416732577398
plate_0384,51785325,0.20741069566269146
plate_0385,5185825,0.16639639849240173
plate_0386,51F4L61,0.18402288992125745
plate_0387,51F63084,0.44841663835003287
plate_0388,BIF63034,0.5680592417248235
plate_0389,51F21103,0.1817972091544704
plate_0390,51F2003,0.36546184328712017
plate_0391,647207,0.1146544057314995
plate_0392,6A7207,0.4901203773736573
plate_0393,51651332,0.5592956284222524
plate_0394,67F69545,0.37739010955708757
plate_0395,51F75585,0.2613417256083223
plate_0396,5IF15585,0.5127388349496232
plate_0397,61G01440,0.36628981056888127
plate_0398,51601440,0.6376507090915812
plate_0399,51C59323,0.4721623488501549
plate_0400,51C59323,0.6766992005318158
plate_0401,51F22261,0.3600114403796738
plate_0402,BIF59881,0.22401205423207846
plate_0403,61F22261,0.4578773434147103
plate_0404,51N01204,0.1253684138313301
plate_0405,61401204,0.27903599579372335
plate_0406,5IF06948,0.5655364294944287
plate_0407,NV3993,0.22569109425142725
plate_0408,51G39468,0.6289824884678228
plate_0409,BIF07973,0.36131461283622796
plate_0410,51F07973,0.4345364618076689
plate_0411,B1F07973,0.34437092821744286
plate_0412,51F6172,0.5034058198579546
plate_0413,51F61712,0.3546955249471355
plate_0414,61F88270,0.8527826634165265
plate_0415,51F55822,0.41612929760536316
plate_0416,BIFI63032,0.3676161575165998
plate_0417,51469172,0.45835895942522714
plate_0418,5169172,0.4316709781068888
plate_0419,6122959,0.26515902156030985
plate_0420,67422959,0.4930152594333479
plate_0421,51610209,0.5455985913204313
plate_0422,51G10209,0.7734315758656232
plate_0423,60435981,0.40335239347709895
plate_0424,51760276,0.30138213752305787
plate_0425,5772110,0.08985737801799794
plate_0426,29451796,0.6836680191457414
plate_0427,29451796,0.397286526576391
plate_0428,6F4614,0.12431279309840196
plate_0429,61F7461,0.15362504285469541
plate_0430,57F44614,0.30020896510257616
plate_0431,EIF77617,0.03410835806151944
plate_0432,29451796,0.5349386675450237
plate_0433,29A51796,0.33684687493808185
plate_0434,577A60216,0.3226260479224333
plate_0435,51460216,0.261725365263136
plate_0436,51F20403,0.23660668094550033
plate_0437,51F21403,0.4506902885837105
plate_0438,6739534,0.20824142643066712
plate_0439,61739534,0.36506893139023466
plate_0440,51332516,0.5265090677111516
plate_0441,51651332,0.8778562518211787
plate_0442,57F15585,0.3100979176004366
plate_0443,5IF15585,0.5627363539493568
plate_0444,51F22207,0.5762962881258455
plate_0445,60435981,0.4146300442396426
plate_0446,51F259011,0.27166148804496953
plate_0447,58250,0.5719887368505192
plate_0448,BIF5901,0.5147994528587068
plate_0449,61430001,0.6149267937585482
plate_0450,51F02687,0.5318484271309035
plate_0451,51651936,0.819456958822173
plate_0452,8651936,0.2637721958826134
plate_0453,51469172,0.4737312582811571
plate_0454,514691721,0.21180613063347725
plate_0455,61F1615G,0.2590266526766373
plate_0456,GIF16169,0.5593813159559183
plate_0457,51647281,0.6760591113852447
plate_0458,61G49160,0.3847457679635337
plate_0459,51720754,0.4554266871270878
plate_0460,61F20750,0.08191710925014052
plate_0461,51489710,0.318425550875621
plate_0462,6148971,0.3752744974657286
plate_0463,50100661,0.2116614770471833
plate_0464,5185825,0.21469066939763873
plate_0465,1485325,0.7120547525536909
plate_0466,2518151G,0.5612578211850618
plate_0467,BIF49172,0.30310417892533936
plate_0468,61821668,0.6299249033639877
plate_0469,51490905,0.2574395067761016
plate_0470,1G70096,0.2235085072914464
plate_0471,61G70096,0.29912156613297436
plate_0472,48A051,0.539965143365708
plate_0473,48A051,0.3819111912547779
plate_0474,G07177,0.33395715392173647
plate_0475,6IA72110,0.21111441833702302
plate_0476,577210,0.6871768053922639
plate_0477,61637307,0.8598103403657174
plate_0478,117637307,0.3193157312206687
plate_0479,60435981,0.5715475166539642
plate_0480,51647320,0.2893893358304205
plate_0481,6ING6IN,0.06711192576459785
plate_0482,61496141,0.1854971136557186
plate_0483,EIN96170,0.03607938322497334
plate_0484,61496141,0.38450456796612126
plate_0485,60421418,0.25999768109439103
plate_0486,61477529,0.5847912799348579
plate_0487,651A77529,0.3366946004908039
plate_0488,57F4461,0.280054420034662
plate_0489,5FZ761,0.14463207392309158
plate_0490,51651008,0.584815585981375
plate_0491,51F21403,0.32945404346205787
plate_0492,51F79512,0.35239782058710967
plate_0493,61F79512,0.47785539823674256
plate_0494,6105227,0.10571878191205532
plate_0495,61405227,0.30211219168495607
plate_0496,BIF59887,0.4595301613654634
plate_0497,BIF59887,0.5605709163386049
plate_0498,61F07973,0.2477306006304767
plate_0499,6IF61742,0.33471050588516843
plate_0500,6IA55433,0.40944535631489465
plate_0501,5IF88270,0.38371107072947425
plate_0502,BOEOOOGO,0.19732547626231406
plate_0503,BOE000GO,0.6295324494982835
plate_0504,G1F63084,0.2520935279209662
plate_0505,61F63030,0.2108679270475086
plate_0506,61469172,0.45777442414387287
plate_0507,51G10209,0.82347183145295
plate_0508,61651008,0.21260096591107813
plate_0509,51F35613,0.5429168968716311
plate_0510,547MO,0.1043903793290131
plate_0511,6ING6IN,0.052402103794914306
plate_0512,6N96171,0.030985942459654078
plate_0513,57FL4617,0.06718214613362868
plate_0514,5F27403,0.2814271513495848
plate_0515,61651332,0.5815911140574671
plate_0516,67F15585,0.37558073027904343
plate_0517,BF15585,0.3860378036589556
plate_0518,51F75585,0.3272822039811427
plate_0519,51651332,0.6030395630282658
plate_0520,6035880,0.19809046832363206
plate_0521,29451796,0.4566220021281139
plate_0522,86A06642,0.6492565893687299
plate_0523,BIF59011,0.39352081101444514
plate_0524,61620520,0.528626570790406
plate_0525,517F15380,0.17449629575680045
plate_0526,61F21255,0.2248240609128378
plate_0527,61F69259,0.4414528565099845
plate_0528,5F69259,0.7403682891990392
plate_0529,GIF13251,0.31955224003009375
plate_0530,61F13257,0.5420981494149694
plate_0531,67F76585,0.3337584208251509
plate_0532,5091239E,0.42955403156992666
plate_0533,5IF15585,0.346617187457127
plate_0534,61F75585,0.5971295946858698
plate_0535,51648154,0.5691149315980748
plate_0536,51G28154,0.13413012219433024
plate_0537,51F77836,0.5557180451216726
plate_0538,5IF77836,0.257951582380092
plate_0539,51F98466,0.1400681222360645
plate_0540,5F98466,0.5519160067290194
plate_0541,61F21255,0.2387729594252438
plate_0542,61F27809,0.2916234704958107
plate_0543,1F27809,0.3707780928509085
plate_0544,61620536,0.3978397448117661
plate_0545,6IF22261,0.258190937695687
plate_0546,8013993,0.9499495093794761
plate_0547,6013993,0.3676763987268411
plate_0548,61C10096,0.5284992515368429
plate_0549,61475932,0.3189229436713389
plate_0550,60LD4379,0.20835461346152642
plate_0551,60A35981,0.749002733318944
plate_0552,60435981,0.4324365989157639
plate_0553,5705227,0.2505429483159617
plate_0554,29151790,0.5040621570129228
plate_0555,29451796,0.5127749327215091
plate_0556,5IF89357,0.71205573571881
plate_0557,51405227,0.29790160443890784
plate_0558,BIF59017,0.24916481720428962
plate_0559,ALL,0.17079288470263654
plate_0560,93L000103,0.4958274852863537
plate_0561,61405227,0.5482599319768198
plate_0562,BIF59885,0.24692261266687263
plate_0563,5IF59880,0.429882239581633
plate_0564,51401204,0.44033496747841466
plate_0565,E7F06948,0.1723159799242585
plate_0566,BIF07973,0.18522392136697688
plate_0567,51F61712,0.36339706918527287
plate_0568,51F5901,0.28000772654249384
plate_0569,51455433,0.46424234075178733
plate_0570,BOE00090,0.29442133207325943
plate_0571,B1F63034,0.33729727957901584
plate_0572,5IF63034,0.645335254503043
plate_0573,61469172,0.268303326862275
plate_0574,51469172,0.37076283870492555
plate_0575,61422959,0.2823942729274677
plate_0576,61422959,0.45813760213286675
plate_0577,51651008,0.3749693563802172
plate_0578,51651008,0.7532136681894626
plate_0579,51F35618,0.3290911350495406
plate_0580,GIF35613,0.35341927576538523
plate_0581,651472110,0.5172846651127296
plate_0582,51N061,0.029356760992353265
plate_0583,51496141,0.3785323165855458
plate_0584,51F7461,0.07326282468628931
plate_0585,61F24403,0.14127751242719672
plate_0586,753265IF,0.5825710985639194
plate_0587,61G51832,0.30615519508407213
plate_0588,61F15585,0.4829747845924759
plate_0589,51F15585,0.30147250807161147
plate_0590,6IF15585,0.26137299126335556
plate_0591,60435981,0.417093739543257
plate_0592,04877BIF,0.4295283475927071
plate_0593,BIF04877,0.38594199652448846
plate_0594,UA06642,0.28275717823045465
plate_0595,D06642,0.47404931155823116
plate_0596,ETF590,0.4096055251392168
plate_0597,5IF59011,0.4629455817649634
plate_0598,51620536,0.4844082660455627
plate_0599,51620538,0.3922063886758051
plate_0600,5IF78904,0.2157801897186916
plate_0601,61651936,0.45511509377130105
plate_0602,51G51936,0.6036818344834839
plate_0603,61F21255,0.33967417793490423
plate_0604,61F21255,0.6091710038591357
plate_0605,BIF69259,0.687190106530934
plate_0606,BIF69259,0.3808186170512846
plate_0607,51F13250,0.3476538428711876
plate_0608,51F13257,0.14804890431000217
plate_0609,29723950,0.22008490343622655
plate_0610,29423950,0.4589786675904084
plate_0611,51648154,0.3521350572931353
plate_0612,51G48154,0.2656971431693085
plate_0613,51F77836,0.5235776193517783
plate_0614,BIF98466,0.3623387406868373
plate_0615,BIF58210,0.3830298849994282
plate_0616,BIF5821,0.6524500968047847
plate_0617,51F21255,0.5899391228657301
plate_0618,5IF21255,0.567384357927823
plate_0619,50Z0618,0.467478825421199
plate_0620,50Z0618,0.7260796580922613
plate_0621,61F161159,0.18110621308256483
plate_0622,BING6N,0.08661906963341293
plate_0623,614592,0.049063594194031765
plate_0624,61F73029,0.5165871052490699
plate_0625,5101202,0.09195015347139217
plate_0626,51401204,0.6538298970695519
plate_0627,5IF07973,0.3209604035142501
plate_0628,5144592,0.25574819986514735
plate_0629,51445974,0.37160186735648015
plate_0630,51651332,0.4388856747655714
plate_0631,5F04275,0.38381407293061204
plate_0632,51F07568,0.3581101427238589
plate_0633,5IF07568,0.552153386384855
plate_0634,5IF57493,0.47283668947178603
plate_0635,IIF57493,0.16282811759302326
plate_0636,51631691,0.45846928499308265
plate_0637,51416598,0.41016698310413924
plate_0638,51416598,0.4355813362530666
plate_0639,51G49539,0.19337219008561127
plate_0640,51649539,0.6366018654739598
plate_0641,51F31118,0.130735514076887
plate_0642,51F31118,0.5040013817183515
plate_0643,0541160LD,0.08901612291441563
plate_0644,50LD00411,0.1993581417460833
plate_0645,51G10096,0.27862645601945646
plate_0646,51F73029,0.3824526342290913
plate_0647,60439957,0.6209845761559234
plate_0648,60A39951,0.2325639979000614
plate_0649,51F206532,0.32552070994858695
plate_0650,71472078,0.35585936118681943
plate_0651,51477529,0.46784413827954324
plate_0652,6IF59881,0.2614115023836972
plate_0653,EF59881,0.2830371088672957
plate_0654,EIH012L,0.03052143321664951
plate_0655,51A01204,0.18643262875430341
plate_0656,EIF07973,0.5107599191546827
plate_0657,51F88270,0.4291428405957126
plate_0658,61F88270,0.5491864073636953
plate_0659,B1F86988,0.3692548901108313
plate_0660,677469172,0.17304188331361464
plate_0661,61422959,0.8263744769512589
plate_0662,61G1020G,0.314318600387233
plate_0663,8851651008,0.3432092785848683
plate_0664,6F2740,0.10948395353121601
plate_0665,67F215585,0.2902760610805598
plate_0666,BIF15585,0.3607866559746091
plate_0667,6IF22267,0.10518783588730662
plate_0668,8013993,0.6379333111606297
plate_0669,5IF5901,0.190434185685644
plate_0670,61F78396,0.39355202448551435
plate_0671,51621797,0.908801887881919
plate_0672,62405576,0.5002620571632032
plate_0673,61F2107,0.24198523052553988
plate_0674,5GN7186,0.2433421992956233
plate_0675,51620754,0.21090918317288088
plate_0676,5IF31118,0.5088145980232056
plate_0677,50LD04411,0.3484290042546968
plate_0678,51185325,0.20597993189638017
plate_0679,5185825,0.4358364696215425
plate_0680,6IF6461G,0.35156472095758035
plate_0681,51647281,0.4002343028035061
plate_0682,61621748,0.8255906065393965
plate_0683,51634471,0.6743817260965025
plate_0684,61637307,0.43476890187908396
plate_0685,57F06532,0.38673511700392965
plate_0686,61472078,0.38975575126413325
plate_0687,61477529,0.2956361120880298
plate_0688,6IF22029,0.4801437472154594
plate_0689,1F22029,0.4784216982423207
plate_0690,51405227,0.34774187906228926
plate_0691,6IA05227,0.41556726191950405
plate_0692,51621670,0.37505400317768517
plate_0693,51621670,0.6672009879953987
plate_0694,59U150906,0.6726183732890629
plate_0695,51F59881,0.4451019407974752
plate_0696,BIF59881,0.475924311283827
plate_0697,5IF59880,0.11557251768434457
plate_0698,7A01204,0.14974582660211463
plate_0699,51401204,0.5415402291456014
plate_0700,61C39468,0.24228843684500923
plate_0701,BIF07973,0.14299390189675895
plate_0702,51F61712,0.47899030481910304
plate_0703,51F61712,0.4116394805449091
plate_0704,6IF88270,0.3520168746098159
plate_0705,51F88270,0.5803621117933003
plate_0706,5IF88270,0.7330816920550003
